,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A
127,23/11/2019,Man City,Chelsea,2.0,1.0,H,1.44,5.0,6.5
128,24/11/2019,Sheffield United,Man United,3.0,3.0,D,3.5,3.4,2.1
129,25/11/2019,Aston Villa,Newcastle,2.0,0.0,H,2.05,3.4,3.7
130,30/11/2019,Newcastle,Man City,2.0,2.0,D,13.0,8.0,1.16
131,30/11/2019,Burnley,Crystal Palace,0.0,2.0,A,2.25,3.25,3.3
132,30/11/2019,Chelsea,West Ham,0.0,1.0,A,1.28,6.0,9.0
133,30/11/2019,Liverpool,Brighton,2.0,1.0,H,1.18,7.0,15.0
134,30/11/2019,Tottenham,Bournemouth,3.0,2.0,H,1.36,5.5,7.5
135,30/11/2019,Southampton,Watford,2.0,1.0,H,2.1,3.4,3.5
136,01/12/2019,Norwich,Arsenal,2.0,2.0,D,4.0,4.33,1.75
137,01/12/2019,Wolves,Sheffield United,1.0,1.0,D,1.9,3.5,4.2
138,01/12/2019,Leicester,Everton,2.0,1.0,H,1.61,4.0,5.25
139,01/12/2019,Man United,Aston Villa,2.0,2.0,D,1.45,4.5,7.0
140,03/12/2019,Crystal Palace,Bournemouth,1.0,0.0,H,2.2,3.4,3.25
141,03/12/2019,Burnley,Man City,1.0,4.0,A,11.0,7.0,1.22
142,04/12/2019,Chelsea,Aston Villa,2.0,1.0,H,1.28,5.75,10.0
143,04/12/2019,Leicester,Watford,2.0,0.0,H,1.33,5.5,8.0
144,04/12/2019,Man United,Tottenham,2.0,1.0,H,2.75,3.4,2.55
145,04/12/2019,Southampton,Norwich,2.0,1.0,H,1.72,4.0,4.2
146,04/12/2019,Wolves,West Ham,2.0,0.0,H,1.75,3.7,4.75
147,04/12/2019,Liverpool,Everton,5.0,2.0,H,1.36,5.0,8.5
148,05/12/2019,Sheffield United,Newcastle,0.0,2.0,A,1.83,3.4,4.6
149,05/12/2019,Arsenal,Brighton,1.0,2.0,A,1.57,4.33,5.5
150,07/12/2019,Everton,Chelsea,3.0,1.0,H,3.5,3.75,2.0
151,07/12/2019,Bournemouth,Liverpool,0.0,3.0,A,7.0,5.25,1.4
152,07/12/2019,Tottenham,Burnley,5.0,0.0,H,1.4,4.75,8.0
153,07/12/2019,Watford,Crystal Palace,0.0,0.0,D,2.37,3.3,3.1
154,07/12/2019,Man City,Man United,1.0,2.0,A,1.3,5.5,10.0
155,08/12/2019,Aston Villa,Leicester,1.0,4.0,A,4.33,3.8,1.8
156,08/12/2019,Newcastle,Southampton,2.0,1.0,H,2.5,3.2,2.9
157,08/12/2019,Norwich,Sheffield United,1.0,2.0,A,2.9,3.5,2.37
158,08/12/2019,Brighton,Wolves,2.0,2.0,D,2.62,3.1,2.87
159,09/12/2019,West Ham,Arsenal,1.0,3.0,A,3.3,4.0,2.0
160,14/12/2019,Liverpool,Watford,2.0,0.0,H,1.16,7.5,17.0
161,14/12/2019,Burnley,Newcastle,1.0,0.0,H,1.95,3.4,4.0
162,14/12/2019,Chelsea,Bournemouth,0.0,1.0,A,1.25,6.0,12.0
163,14/12/2019,Leicester,Norwich,1.0,1.0,D,1.22,6.5,13.0
164,14/12/2019,Sheffield United,Aston Villa,2.0,0.0,H,1.85,3.75,4.2
165,14/12/2019,Southampton,West Ham,0.0,1.0,A,1.9,3.8,3.8
166,15/12/2019,Man United,Everton,1.0,1.0,D,1.8,3.7,4.5
167,15/12/2019,Wolves,Tottenham,1.0,2.0,A,3.25,3.4,2.25
168,15/12/2019,Arsenal,Man City,0.0,3.0,A,6.0,5.25,1.44
169,16/12/2019,Crystal Palace,Brighton,1.0,1.0,D,2.55,3.25,2.87
170,21/12/2019,Everton,Arsenal,0.0,0.0,D,2.3,3.8,2.87
171,21/12/2019,Aston Villa,Southampton,1.0,3.0,A,2.4,3.6,2.8
172,21/12/2019,Bournemouth,Burnley,0.0,1.0,A,2.4,3.4,2.9
173,21/12/2019,Brighton,Sheffield United,0.0,1.0,A,2.2,3.25,3.5
174,21/12/2019,Newcastle,Crystal Palace,1.0,0.0,H,2.37,3.1,3.25
175,21/12/2019,Norwich,Wolves,1.0,2.0,A,3.75,3.8,1.9
176,21/12/2019,Man City,Leicester,3.0,1.0,H,1.36,5.25,7.5
177,22/12/2019,Watford,Man United,2.0,0.0,H,4.33,4.0,1.75
178,22/12/2019,Tottenham,Chelsea,0.0,2.0,A,2.37,3.75,2.75
179,26/12/2019,Tottenham,Brighton,2.0,1.0,H,1.53,4.33,6.0
180,26/12/2019,Aston Villa,Norwich,1.0,0.0,H,2.1,3.75,3.3
181,26/12/2019,Bournemouth,Arsenal,1.0,1.0,D,3.5,3.9,1.95
182,26/12/2019,Chelsea,Southampton,0.0,2.0,A,1.33,5.25,9.0
183,26/12/2019,Crystal Palace,West Ham,2.0,1.0,H,2.3,3.4,3.1
184,26/12/2019,Everton,Burnley,1.0,0.0,H,1.7,3.75,5.0
185,26/12/2019,Sheffield United,Watford,1.0,1.0,D,1.83,3.6,4.33
186,26/12/2019,Man United,Newcastle,4.0,1.0,H,1.33,5.25,9.0
187,26/12/2019,Leicester,Liverpool,0.0,4.0,A,3.4,3.75,2.05
188,27/12/2019,Wolves,Man City,3.0,2.0,H,8.5,5.0,1.36
189,28/12/2019,Brighton,Bournemouth,2.0,0.0,H,1.75,3.9,4.33
190,28/12/2019,Newcastle,Everton,1.0,2.0,A,3.6,3.4,2.05
191,28/12/2019,Southampton,Crystal Palace,1.0,1.0,D,1.95,3.6,3.8
192,28/12/2019,Watford,Aston Villa,3.0,0.0,H,1.95,3.8,3.6
193,28/12/2019,Norwich,Tottenham,2.0,2.0,D,5.0,4.0,1.66
194,28/12/2019,West Ham,Leicester,1.0,2.0,A,4.0,3.9,1.83
195,28/12/2019,Burnley,Man United,0.0,2.0,A,4.33,3.75,1.8
196,29/12/2019,Arsenal,Chelsea,1.0,2.0,A,2.87,3.75,2.3
197,29/12/2019,Liverpool,Wolves,1.0,0.0,H,1.25,5.75,12.0
198,29/12/2019,Man City,Sheffield United,2.0,0.0,H,1.16,7.5,16.0
199,01/01/2020,Brighton,Chelsea,1.0,1.0,D,3.6,3.6,1.95
200,01/01/2020,Burnley,Aston Villa,1.0,2.0,A,1.75,3.8,4.33
201,01/01/2020,Newcastle,Leicester,0.0,3.0,A,5.0,3.8,1.66
202,01/01/2020,Southampton,Tottenham,1.0,0.0,H,3.3,3.5,2.1
203,01/01/2020,Watford,Wolves,2.0,1.0,H,3.0,3.4,2.3
204,01/01/2020,Man City,Everton,2.0,1.0,H,1.25,6.5,10.0
205,01/01/2020,Norwich,Crystal Palace,1.0,1.0,D,2.5,3.4,2.75
206,01/01/2020,West Ham,Bournemouth,4.0,0.0,H,1.9,3.75,3.8
207,01/01/2020,Arsenal,Man United,2.0,0.0,H,2.55,3.6,2.62
208,02/01/2020,Liverpool,Sheffield United,2.0,0.0,H,1.2,6.5,13.0
209,10/01/2020,Sheffield United,West Ham,1.0,0.0,H,1.95,3.4,4.0
210,11/01/2020,Crystal Palace,Arsenal,1.0,1.0,D,4.1,3.9,1.8
211,11/01/2020,Chelsea,Burnley,3.0,0.0,H,1.28,5.5,11.0
212,11/01/2020,Everton,Brighton,1.0,0.0,H,1.85,3.8,4.0
213,11/01/2020,Leicester,Southampton,1.0,2.0,A,1.6,4.0,5.5
214,11/01/2020,Man United,Norwich,4.0,0.0,H,1.33,5.25,8.5
215,11/01/2020,Wolves,Newcastle,1.0,1.0,D,1.44,4.5,7.5
216,11/01/2020,Tottenham,Liverpool,0.0,1.0,A,4.5,4.33,1.66
217,12/01/2020,Bournemouth,Watford,0.0,3.0,A,2.6,3.3,2.7
218,12/01/2020,Aston Villa,Man City,1.0,6.0,A,13.0,8.5,1.16
219,18/01/2020,Watford,Tottenham,0.0,0.0,D,3.25,3.5,2.2
220,18/01/2020,Arsenal,Sheffield United,1.0,1.0,D,1.83,3.6,4.33
221,18/01/2020,Brighton,Aston Villa,1.0,1.0,D,1.66,4.0,5.0
222,18/01/2020,Man City,Crystal Palace,2.0,2.0,D,1.1,11.0,19.0
223,18/01/2020,Norwich,Bournemouth,1.0,0.0,H,2.2,3.5,3.25
224,18/01/2020,Southampton,Wolves,2.0,3.0,A,2.4,3.4,3.0
225,18/01/2020,West Ham,Everton,1.0,1.0,D,2.9,3.5,2.37
226,18/01/2020,Newcastle,Chelsea,1.0,0.0,H,6.0,4.5,1.5
227,19/01/2020,Burnley,Leicester,2.0,1.0,H,4.33,3.75,1.83
228,19/01/2020,Liverpool,Man United,2.0,0.0,H,1.36,5.25,8.0
229,21/01/2020,Aston Villa,Watford,2.0,1.0,H,2.8,3.5,2.45
230,21/01/2020,Bournemouth,Brighton,3.0,1.0,H,2.87,3.4,2.45
231,21/01/2020,Crystal Palace,Southampton,0.0,2.0,A,2.7,3.25,2.7
232,21/01/2020,Everton,Newcastle,2.0,2.0,D,1.55,4.1,6.0
233,21/01/2020,Sheffield United,Man City,0.0,1.0,A,7.0,5.0,1.4
234,21/01/2020,Chelsea,Arsenal,2.0,2.0,D,1.72,3.9,4.5
235,22/01/2020,Leicester,West Ham,4.0,1.0,H,1.53,4.33,6.0
236,22/01/2020,Tottenham,Norwich,2.0,1.0,H,1.4,5.0,7.5
237,22/01/2020,Man United,Burnley,0.0,2.0,A,1.36,4.75,9.0
238,23/01/2020,Wolves,Liverpool,1.0,2.0,A,5.75,3.8,1.61
239,29/01/2020,West Ham,Liverpool,0.0,2.0,A,8.5,5.5,1.33
240,01/02/2020,Leicester,Chelsea,2.0,2.0,D,2.5,3.6,2.7
241,01/02/2020,Bournemouth,Aston Villa,2.0,1.0,H,2.1,3.6,3.3
242,01/02/2020,Crystal Palace,Sheffield United,0.0,1.0,A,3.1,3.1,2.5
243,01/02/2020,Liverpool,Southampton,4.0,0.0,H,1.25,6.0,12.0
244,01/02/2020,Newcastle,Norwich,0.0,0.0,D,2.2,3.4,3.3
245,01/02/2020,Watford,Everton,2.0,3.0,A,2.75,3.3,2.62
246,01/02/2020,West Ham,Brighton,3.0,3.0,D,2.6,3.3,2.75
247,01/02/2020,Man United,Wolves,0.0,0.0,D,2.25,3.25,3.4
248,02/02/2020,Burnley,Arsenal,0.0,0.0,D,3.6,3.6,2.0
249,02/02/2020,Tottenham,Man City,2.0,0.0,H,5.5,4.6,1.53
250,08/02/2020,Everton,Crystal Palace,3.0,1.0,H,1.61,3.8,6.0
251,08/02/2020,Brighton,Watford,1.0,1.0,D,2.1,3.4,3.6
252,09/02/2020,Sheffield United,Bournemouth,2.0,1.0,H,1.66,3.6,5.75
253,14/02/2020,Wolves,Leicester,0.0,0.0,D,2.5,3.3,2.87
254,15/02/2020,Southampton,Burnley,1.0,2.0,A,1.75,3.8,4.75
255,15/02/2020,Norwich,Liverpool,0.0,1.0,A,11.0,6.25,1.25
256,16/02/2020,Aston Villa,Tottenham,2.0,3.0,A,4.0,3.8,1.85
257,16/02/2020,Arsenal,Newcastle,4.0,0.0,H,1.4,4.75,8.0
258,17/02/2020,Chelsea,Man United,0.0,2.0,A,1.85,3.5,4.5
259,19/02/2020,Man City,West Ham,2.0,0.0,H,1.12,9.5,17.0
260,22/02/2020,Chelsea,Tottenham,2.0,1.0,H,1.72,4.0,4.5
261,22/02/2020,Burnley,Bournemouth,3.0,0.0,H,2.1,3.3,3.7
262,22/02/2020,Crystal Palace,Newcastle,1.0,0.0,H,1.95,3.4,4.2
263,22/02/2020,Sheffield United,Brighton,1.0,1.0,D,1.95,3.4,4.2
264,22/02/2020,Southampton,Aston Villa,2.0,0.0,H,1.61,4.33,5.0
265,22/02/2020,Leicester,Man City,0.0,1.0,A,4.5,4.2,1.7
266,23/02/2020,Man United,Watford,3.0,0.0,H,1.6,3.9,6.0
267,23/02/2020,Wolves,Norwich,3.0,0.0,H,1.5,4.2,7.0
268,23/02/2020,Arsenal,Everton,3.0,2.0,H,2.0,3.6,3.7
269,24/02/2020,Liverpool,West Ham,3.0,2.0,H,1.16,8.0,15.0
270,28/02/2020,Norwich,Leicester,1.0,0.0,H,4.33,4.1,1.72
271,29/02/2020,Brighton,Crystal Palace,0.0,1.0,A,2.05,3.25,3.9
272,29/02/2020,Bournemouth,Chelsea,2.0,2.0,D,4.75,3.8,1.72
273,29/02/2020,Newcastle,Burnley,0.0,0.0,D,2.62,3.1,2.9
274,29/02/2020,West Ham,Southampton,3.0,1.0,H,2.65,3.6,2.5
275,29/02/2020,Watford,Liverpool,3.0,0.0,H,8.0,4.75,1.4
276,01/03/2020,Everton,Man United,1.0,1.0,D,2.5,3.25,2.9
277,01/03/2020,Tottenham,Wolves,2.0,3.0,A,2.45,3.2,3.0
278,07/03/2020,Liverpool,Bournemouth,2.0,1.0,H,1.22,6.5,13.0
279,07/03/2020,Arsenal,West Ham,1.0,0.0,H,1.57,4.4,5.5
280,07/03/2020,Crystal Palace,Watford,1.0,0.0,H,2.55,3.2,2.9
281,07/03/2020,Sheffield United,Norwich,1.0,0.0,H,1.65,3.75,5.75
282,07/03/2020,Southampton,Newcastle,0.0,1.0,A,1.61,4.1,5.25
283,07/03/2020,Wolves,Brighton,0.0,0.0,D,1.61,3.9,5.75
284,07/03/2020,Burnley,Tottenham,1.0,1.0,D,2.7,3.3,2.62
285,08/03/2020,Chelsea,Everton,4.0,0.0,H,1.8,3.9,4.2
286,08/03/2020,Man United,Man City,2.0,0.0,H,5.0,4.33,1.6
287,09/03/2020,Leicester,Aston Villa,4.0,0.0,H,1.36,5.25,8.0
288,17/06/2020,Aston Villa,Sheffield United,0.0,0.0,D,3.2,3.4,2.25
289,17/06/2020,Man City,Arsenal,3.0,0.0,H,1.36,5.25,7.5
290,19/06/2020,Norwich,Southampton,0.0,3.0,A,2.8,3.5,2.45
291,19/06/2020,Tottenham,Man United,1.0,1.0,D,3.0,3.4,2.37
292,20/06/2020,Watford,Leicester,1.0,1.0,D,3.6,3.5,2.05
293,20/06/2020,Brighton,Arsenal,2.0,1.0,H,3.1,3.25,2.37
294,20/06/2020,West Ham,Wolves,0.0,2.0,A,3.6,3.4,2.1
295,20/06/2020,Bournemouth,Crystal Palace,0.0,2.0,A,2.45,3.2,3.0
296,21/06/2020,Newcastle,Sheffield United,3.0,0.0,H,3.3,3.1,2.37
297,21/06/2020,Aston Villa,Chelsea,1.0,2.0,A,6.0,4.5,1.5
298,21/06/2020,Everton,Liverpool,0.0,0.0,D,6.0,4.2,1.55
299,22/06/2020,Man City,Burnley,5.0,0.0,H,1.12,9.0,15.0
300,23/06/2020,Leicester,Brighton,0.0,0.0,D,1.6,4.0,5.75
301,23/06/2020,Tottenham,West Ham,2.0,0.0,H,1.66,4.0,5.0
302,24/06/2020,Man United,Sheffield United,3.0,0.0,H,1.4,4.5,8.5
303,24/06/2020,Newcastle,Aston Villa,1.0,1.0,D,2.3,3.3,3.2
304,24/06/2020,Norwich,Everton,0.0,1.0,A,3.9,3.6,1.9
305,24/06/2020,Wolves,Bournemouth,1.0,0.0,H,1.55,4.0,6.0
306,24/06/2020,Liverpool,Crystal Palace,4.0,0.0,H,1.22,6.5,13.0
307,25/06/2020,Burnley,Watford,1.0,0.0,H,3.0,3.25,2.45
308,25/06/2020,Southampton,Arsenal,0.0,2.0,A,2.6,3.5,2.62
309,25/06/2020,Chelsea,Man City,2.0,1.0,H,4.0,4.0,1.8
310,27/06/2020,Aston Villa,Wolves,0.0,1.0,A,4.6,3.7,1.75
311,28/06/2020,Watford,Southampton,1.0,3.0,A,2.5,3.3,2.87
312,29/06/2020,Crystal Palace,Burnley,0.0,1.0,A,2.25,3.2,3.4
313,30/06/2020,Brighton,Man United,0.0,3.0,A,6.0,3.8,1.61
314,01/07/2020,Arsenal,Norwich,4.0,0.0,H,1.44,4.75,7.0
315,01/07/2020,Bournemouth,Newcastle,1.0,4.0,A,2.4,3.1,3.2
316,01/07/2020,Everton,Leicester,2.0,1.0,H,2.5,3.3,2.9
317,01/07/2020,West Ham,Chelsea,3.0,2.0,H,5.5,4.33,1.57
318,02/07/2020,Sheffield United,Tottenham,3.0,1.0,H,4.2,3.4,1.95
319,02/07/2020,Man City,Liverpool,4.0,0.0,H,2.05,3.9,3.3
320,04/07/2020,Norwich,Brighton,0.0,1.0,A,3.3,3.4,2.2
321,04/07/2020,Leicester,Crystal Palace,3.0,0.0,H,1.66,3.6,5.75
322,04/07/2020,Man United,Bournemouth,5.0,2.0,H,1.16,7.5,17.0
323,04/07/2020,Wolves,Arsenal,0.0,2.0,A,2.25,3.4,3.25
324,04/07/2020,Chelsea,Watford,3.0,0.0,H,1.4,4.75,8.0
325,05/07/2020,Burnley,Sheffield United,1.0,1.0,D,2.9,3.0,2.7
326,05/07/2020,Newcastle,West Ham,2.0,2.0,D,2.6,3.3,2.75
327,05/07/2020,Liverpool,Aston Villa,2.0,0.0,H,1.33,5.5,8.5
328,05/07/2020,Southampton,Man City,1.0,0.0,H,8.5,6.0,1.3
329,06/07/2020,Tottenham,Everton,1.0,0.0,H,2.1,3.5,3.4
330,07/07/2020,Crystal Palace,Chelsea,2.0,3.0,A,8.5,4.5,1.4
331,07/07/2020,Watford,Norwich,2.0,1.0,H,1.7,3.75,5.0
332,07/07/2020,Arsenal,Leicester,1.0,1.0,D,2.3,3.5,3.0
333,08/07/2020,Man City,Newcastle,5.0,0.0,H,1.12,9.0,21.0
334,08/07/2020,Sheffield United,Wolves,1.0,0.0,H,3.8,3.2,2.1
335,08/07/2020,West Ham,Burnley,0.0,1.0,A,2.0,3.4,3.9
336,08/07/2020,Brighton,Liverpool,1.0,3.0,A,6.0,4.33,1.53
337,09/07/2020,Bournemouth,Tottenham,0.0,0.0,D,5.25,3.8,1.66
338,09/07/2020,Everton,Southampton,1.0,1.0,D,2.05,3.5,3.6
339,09/07/2020,Aston Villa,Man United,0.0,3.0,A,9.0,5.25,1.33
340,11/07/2020,Norwich,West Ham,0.0,4.0,A,3.75,3.75,1.95
341,11/07/2020,Watford,Newcastle,2.0,1.0,H,1.8,3.6,4.5
342,11/07/2020,Liverpool,Burnley,1.0,1.0,D,1.22,6.5,12.0
343,11/07/2020,Sheffield United,Chelsea,3.0,0.0,H,6.0,3.8,1.6
344,11/07/2020,Brighton,Man City,0.0,5.0,A,10.0,5.5,1.28
345,12/07/2020,Wolves,Everton,3.0,0.0,H,2.05,3.3,3.8
346,12/07/2020,Aston Villa,Crystal Palace,2.0,0.0,H,2.25,3.3,3.3
347,12/07/2020,Tottenham,Arsenal,2.0,1.0,H,2.62,3.4,2.7
348,12/07/2020,Bournemouth,Leicester,4.0,1.0,H,5.25,3.8,1.66
349,13/07/2020,Man United,Southampton,2.0,2.0,D,1.3,5.5,10.0
350,14/07/2020,Chelsea,Norwich,1.0,0.0,H,1.12,9.5,17.0
351,15/07/2020,Burnley,Wolves,1.0,1.0,D,4.5,3.3,1.9
352,15/07/2020,Man City,Bournemouth,2.0,1.0,H,1.14,8.5,17.0
353,15/07/2020,Newcastle,Tottenham,1.0,3.0,A,4.6,3.8,1.75
354,15/07/2020,Arsenal,Liverpool,2.0,1.0,H,3.8,3.8,1.9
355,16/07/2020,Everton,Aston Villa,1.0,1.0,D,2.0,3.5,3.75
356,16/07/2020,Leicester,Sheffield United,2.0,0.0,H,2.05,3.25,3.9
357,16/07/2020,Crystal Palace,Man United,0.0,2.0,A,9.5,4.75,1.36
358,16/07/2020,Southampton,Brighton,1.0,1.0,D,2.15,3.3,3.5
359,17/07/2020,West Ham,Watford,3.0,1.0,H,2.4,3.0,3.3
360,18/07/2020,Norwich,Burnley,0.0,2.0,A,3.2,3.4,2.25
361,19/07/2020,Bournemouth,Southampton,0.0,2.0,A,2.4,3.6,2.8
362,19/07/2020,Tottenham,Leicester,3.0,0.0,H,2.25,3.3,3.25
363,20/07/2020,Brighton,Newcastle,0.0,0.0,D,1.9,3.4,4.33
364,20/07/2020,Sheffield United,Everton,0.0,1.0,A,2.2,3.25,3.5
365,20/07/2020,Wolves,Crystal Palace,2.0,0.0,H,1.5,4.0,7.5
366,21/07/2020,Watford,Man City,0.0,4.0,A,8.5,5.5,1.33
367,21/07/2020,Aston Villa,Arsenal,1.0,0.0,H,3.3,3.6,2.1
368,22/07/2020,Man United,West Ham,1.0,1.0,D,1.22,6.5,11.0
369,22/07/2020,Liverpool,Chelsea,5.0,3.0,H,2.0,3.75,3.5
370,26/07/2020,Arsenal,Watford,3.0,2.0,H,1.9,3.8,3.8
371,26/07/2020,Burnley,Brighton,1.0,2.0,A,2.37,3.4,3.0
372,26/07/2020,Chelsea,Wolves,2.0,0.0,H,1.85,3.8,4.0
373,26/07/2020,Crystal Palace,Tottenham,1.0,1.0,D,6.0,4.2,1.55
374,26/07/2020,Everton,Bournemouth,1.0,3.0,A,2.25,3.7,3.0
375,26/07/2020,Leicester,Man United,0.0,2.0,A,3.25,3.5,2.2
376,26/07/2020,Man City,Norwich,5.0,0.0,H,1.08,11.0,26.0
377,26/07/2020,Newcastle,Liverpool,1.0,3.0,A,7.5,5.25,1.36
378,26/07/2020,Southampton,Sheffield United,3.0,1.0,H,2.15,3.5,3.3
379,26/07/2020,West Ham,Aston Villa,1.0,1.0,D,3.0,3.6,2.3
0,18/08/12,Arsenal,Sunderland,0.0,0.0,D,1.4,4.5,8.5
1,18/08/12,Fulham,Norwich,5.0,0.0,H,1.8,3.6,4.5
2,18/08/12,Newcastle,Tottenham,2.0,1.0,H,2.5,3.4,2.75
3,18/08/12,QPR,Swansea,0.0,5.0,A,2.0,3.4,3.8
4,18/08/12,Reading,Stoke,1.0,1.0,D,2.38,3.25,3.1
5,18/08/12,West Brom,Liverpool,3.0,0.0,H,4.2,3.5,1.91
6,18/08/12,West Ham,Aston Villa,1.0,0.0,H,2.2,3.3,3.4
7,19/08/12,Man City,Southampton,3.0,2.0,H,1.17,7.0,17.0
8,19/08/12,Wigan,Chelsea,0.0,2.0,A,6.0,3.75,1.62
9,20/08/12,Everton,Man United,1.0,0.0,H,4.33,3.6,1.83
10,22/08/12,Chelsea,Reading,4.0,2.0,H,1.25,5.5,13.0
11,25/08/12,Aston Villa,Everton,1.0,3.0,A,2.9,3.4,2.4
12,25/08/12,Chelsea,Newcastle,2.0,0.0,H,1.5,4.33,6.5
13,25/08/12,Man United,Fulham,3.0,2.0,H,1.29,5.5,11.0
14,25/08/12,Norwich,QPR,1.0,1.0,D,2.25,3.4,3.2
15,25/08/12,Southampton,Wigan,0.0,2.0,A,2.1,3.4,3.5
16,25/08/12,Swansea,West Ham,3.0,0.0,H,2.1,3.3,3.6
17,25/08/12,Tottenham,West Brom,1.0,1.0,D,1.5,4.33,6.5
18,26/08/12,Liverpool,Man City,2.0,2.0,D,3.1,3.4,2.3
19,26/08/12,Stoke,Arsenal,0.0,0.0,D,3.5,3.4,2.1
20,01/09/12,Man City,QPR,3.0,1.0,H,1.18,7.0,15.0
21,01/09/12,Swansea,Sunderland,2.0,2.0,D,2.2,3.3,3.4
22,01/09/12,Tottenham,Norwich,1.0,1.0,D,1.36,5.0,8.5
23,01/09/12,West Brom,Everton,2.0,0.0,H,3.0,3.3,2.38
24,01/09/12,West Ham,Fulham,3.0,0.0,H,2.5,3.25,2.88
25,01/09/12,Wigan,Stoke,2.0,2.0,D,2.25,3.25,3.3
26,02/09/12,Liverpool,Arsenal,0.0,2.0,A,2.0,3.5,3.75
27,02/09/12,Newcastle,Aston Villa,1.0,1.0,D,1.62,3.75,6.0
28,02/09/12,Southampton,Man United,2.0,3.0,A,6.0,4.2,1.53
29,15/09/12,Arsenal,Southampton,6.0,1.0,H,1.36,5.0,8.5
30,15/09/12,Aston Villa,Swansea,2.0,0.0,H,2.38,3.25,3.1
31,15/09/12,Fulham,West Brom,3.0,0.0,H,2.1,3.4,3.5
32,15/09/12,Man United,Wigan,4.0,0.0,H,1.25,6.0,12.0
33,15/09/12,Norwich,West Ham,0.0,0.0,D,2.38,3.4,3.0
34,15/09/12,QPR,Chelsea,0.0,0.0,D,4.5,3.5,1.83
35,15/09/12,Stoke,Man City,1.0,1.0,D,5.0,3.6,1.73
36,15/09/12,Sunderland,Liverpool,1.0,1.0,D,3.4,3.3,2.2
37,16/09/12,Reading,Tottenham,1.0,3.0,A,3.75,3.5,2.0
38,17/09/12,Everton,Newcastle,2.0,2.0,D,1.73,3.6,5.0
39,22/09/12,Chelsea,Stoke,1.0,0.0,H,1.36,4.75,9.0
40,22/09/12,Southampton,Aston Villa,4.0,1.0,H,2.4,3.3,3.0
41,22/09/12,Swansea,Everton,0.0,3.0,A,3.0,3.3,2.4
42,22/09/12,West Brom,Reading,1.0,0.0,H,1.73,3.75,4.75
43,22/09/12,West Ham,Sunderland,1.0,1.0,D,2.1,3.3,3.6
44,22/09/12,Wigan,Fulham,1.0,2.0,A,2.4,3.3,3.0
45,23/09/12,Liverpool,Man United,1.0,2.0,A,2.7,3.3,2.63
46,23/09/12,Man City,Arsenal,1.0,1.0,D,1.75,3.6,4.75
47,23/09/12,Newcastle,Norwich,1.0,0.0,H,1.8,3.6,4.5
48,23/09/12,Tottenham,QPR,2.0,1.0,H,1.44,4.33,7.5
49,29/09/12,Arsenal,Chelsea,1.0,2.0,A,2.1,3.4,3.5
50,29/09/12,Everton,Southampton,3.0,1.0,H,1.4,4.75,8.0
51,29/09/12,Fulham,Man City,1.0,2.0,A,4.33,3.6,1.83
52,29/09/12,Man United,Tottenham,2.0,3.0,A,1.57,4.0,6.0
53,29/09/12,Norwich,Liverpool,2.0,5.0,A,4.75,3.75,1.73
54,29/09/12,Reading,Newcastle,2.0,2.0,D,2.88,3.3,2.5
55,29/09/12,Stoke,Swansea,2.0,0.0,H,1.91,3.4,4.2
56,29/09/12,Sunderland,Wigan,1.0,0.0,H,2.0,3.4,3.8
57,30/09/12,Aston Villa,West Brom,1.0,1.0,D,2.4,3.3,3.0
58,01/10/12,QPR,West Ham,1.0,2.0,A,2.05,3.4,3.75
59,06/10/12,Chelsea,Norwich,4.0,1.0,H,1.22,6.5,12.0
60,06/10/12,Man City,Sunderland,3.0,0.0,H,1.29,5.5,11.0
61,06/10/12,Swansea,Reading,2.0,2.0,D,1.91,3.6,4.0
62,06/10/12,West Brom,QPR,3.0,2.0,H,1.83,3.75,4.2
63,06/10/12,West Ham,Arsenal,1.0,3.0,A,4.0,3.6,1.91
64,06/10/12,Wigan,Everton,2.0,2.0,D,4.2,3.4,1.91
65,07/10/12,Liverpool,Stoke,0.0,0.0,D,1.44,4.33,7.5
66,07/10/12,Newcastle,Man United,0.0,3.0,A,4.2,3.75,1.83
67,07/10/12,Southampton,Fulham,2.0,2.0,D,2.75,3.3,2.6
68,07/10/12,Tottenham,Aston Villa,2.0,0.0,H,1.44,4.33,7.5
69,20/10/12,Fulham,Aston Villa,1.0,0.0,H,1.8,3.6,4.5
70,20/10/12,Liverpool,Reading,1.0,0.0,H,1.33,5.0,10.0
71,20/10/12,Man United,Stoke,4.0,2.0,H,1.29,5.5,11.0
72,20/10/12,Norwich,Arsenal,1.0,0.0,H,6.0,4.2,1.53
73,20/10/12,Swansea,Wigan,2.0,1.0,H,2.1,3.4,3.5
74,20/10/12,Tottenham,Chelsea,2.0,4.0,A,2.5,3.4,2.75
75,20/10/12,West Brom,Man City,1.0,2.0,A,5.0,3.75,1.7
76,20/10/12,West Ham,Southampton,4.0,1.0,H,1.83,3.75,4.2
77,21/10/12,QPR,Everton,1.0,1.0,D,3.25,3.4,2.2
78,21/10/12,Sunderland,Newcastle,1.0,1.0,D,2.5,3.3,2.88
79,27/10/12,Arsenal,QPR,1.0,0.0,H,1.36,5.0,8.5
80,27/10/12,Aston Villa,Norwich,1.0,1.0,D,2.0,3.5,3.75
81,27/10/12,Man City,Swansea,1.0,0.0,H,1.22,6.0,15.0
